,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
10539,529137,Switzerland,USED BOAT,Heeg Kielschwerter Randmeer,Heeg,1965,sailingboats,Daysailer,GRP,6.5,2.1,,1,,,999.6,https://www.boat24.com/en/sailingboats/heeg/heeg-kielschwerter-randmeer/detail/529137/
10540,532926,Italy,NEW BOAT,GALA F-450,GALA,2023,inflatableboats,Foldable Inflatable Boat,PVC,4.5,1.95,,1,,,3000,https://www.boat24.com/en/inflatableboats/gala/gala-f-450/detail/532926/
10541,498842,Germany,USED BOAT,Wester-Engh 800 Classic Special Edition,Wester-Engh,2017,powerboats,Deck Boat,GRP,8.18,2.83,0.65,1,85.0,63.0,99000,https://www.boat24.com/en/powerboats/wester-engh/wester-engh-800-classic-special-edition/detail/498842/
10543,518078,Sweden,USED BOAT,10 m R - Classic Yacht,10,1923,sailingboats,Classic Sailing Yacht,Wood,16.84,3.48,2.25,1,,,280001,https://www.boat24.com/en/sailingboats/10-m-r--classic-yacht/detail/518078/
10544,528363,Italy,USED BOAT,Spinella Riccardo GIGLIO 29,Spinella,2017,powerboats,Hardtop,,8.4,3.05,0.7,2,230.0,169.0,140000,https://www.boat24.com/en/powerboats/spinella-riccardo-giglio-29/detail/528363/
10545,245846,,NEW BOAT,805 Pilothouse,Quicksilver,2022,powerboats,Pilothouse,,7.15,2.89,0.6,1,,,60000,https://www.boat24.com/en/catalog/powerboats/quicksilver/805-pilothouse/2022/245846/
10546,543640,Netherlands,USED BOAT,Classic Motor Yacht,Classic,1939,powerboats,Classic Power Boat,Wood,17.0,4.0,1.8,1,140.0,103.0,245000,https://www.boat24.com/en/powerboats/classic/classic-motor-yacht/detail/543640/
10548,523069,Italy,USED BOAT,Sea Ray 290 SUNDANCER,Sea,1999,powerboats,Sport Boat,GRP,9.2,2.92,,2,190.0,140.0,35000,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-290-sundancer/detail/523069/
10549,543203,Switzerland,,Ganz Boats GANZ Shortbreak 5.8,Ganz,2022,powerboats,Bowrider,GRP,5.8,2.05,0.8,1,110.0,81.0,90780.0,https://www.boat24.com/en/powerboats/ganz-boats/ganz-boats-ganz-shortbreak-58/detail/543203/
10551,528094,France,USED BOAT,Apreamare 9 Cabinato Smeraldo,Apreamare,1995,powerboats,Cabin Cruiser,GRP,9.1,3.3,0.6,2,220.0,162.0,74900,https://www.boat24.com/en/powerboats/apreamare/apreamare-9-cabinato-smeraldo/detail/528094/
10552,526853,Switzerland,USED BOAT,Aqualine Trailerbares Wassersportboot,Aqualine,2014,powerboats,Cabin Cruiser,GRP,5.5,2.25,0.3,1,60.0,44.0,22950.0,https://www.boat24.com/en/powerboats/aqualine/aqualine-trailerbares-wassersportboot/detail/526853/
10553,527109,Netherlands,USED BOAT,Aquastar 45,Aquastar,1999,powerboats,Motor Yacht,GRP,13.82,4.55,1.14,2,375.0,276.0,249500,https://www.boat24.com/en/powerboats/aquastar/aquastar-45/detail/527109/
10554,533840,Italy,NEW BOAT,GALA V420,GALA,2023,inflatableboats,RIB,PVC,4.2,1.92,,1,,,11250,https://www.boat24.com/en/inflatableboats/gala/gala-v420/detail/533840/
10555,544402,Hungary,USED BOAT,nan,nan,2015,sailingboats,Classic Sailing Yacht,Carbon Fiber,UNKNOWN,UNKNOWN,1.9,1,30.0,22.0,115000,https://www.boat24.com/en/sailingboats/hanse/hanse-345/detail/544402/
10556,539987,Austria,USED BOAT,ZAR Formenti ZAR 75 Classic Suite Plus,ZAR,2011,powerboats,Sport Boat,GRP,7.35,2.78,0.33,1,300.0,221.0,74900,https://www.boat24.com/en/powerboats/zar-formenti/zar-formenti-zar-75-classic-suite-plus/detail/539987/
10557,544270,Netherlands,USED BOAT,Zeilsloep 8.5,Zeilsloep,1951,sailingboats,Keelboat,Wood,8.8,2.57,1.0,1,,,9850,https://www.boat24.com/en/sailingboats/zeilsloep-85/detail/544270/
10558,543455,Germany,USED BOAT,Hellwig Triton Junior,Hellwig,2006,powerboats,Motor Yacht,GRP,4.0,1.62,0.8,1,50.0,37.0,8250,https://www.boat24.com/en/powerboats/hellwig/hellwig-triton-junior/detail/543455/
10559,518230,Croatia,USED BOAT,Nautitech Catamarans 40 OPEN,Nautitech,2016,sailingboats,Catamaran,GRP,11.98,6.91,1.2,1,,,285000,https://www.boat24.com/en/sailingboats/nautitech-catamarans/nautitech-catamarans-40-open/detail/518230/
10560,543557,Netherlands,USED BOAT,Beaver 28,Beaver,1997,powerboats,Sloep,GRP,9.0,2.9,0.9,2,125.0,92.0,75000,https://www.boat24.com/en/powerboats/beaver-28/detail/543557/
10561,534037,Germany,USED BOAT,Malibu Response Barefooter Edition,Malibu,2002,powerboats,Water Ski,GRP,6.09,2.28,0.7,1,386.0,284.0,24250,https://www.boat24.com/en/powerboats/malibu/malibu-response-barefooter-edition/detail/534037/
10562,543610,Curaçao,USED BOAT,Conyplex Contest 33,Conyplex,1972,sailingboats,Cruising Yacht,GRP,9.85,3.15,1.6,1,24.0,18.0,27500,https://www.boat24.com/en/sailingboats/conyplex/conyplex-contest-33/detail/543610/
10563,245204,,NEW BOAT,Delfino 57,de Alm,2023,powerboats,Flybridge,,18.0,5.6,1.5,1,,,22000,https://www.boat24.com/en/catalog/powerboats/de-alm/delfino-57/2023/245204/
10564,545578,Germany,USED BOAT,nan,nan,1974,sailingboats,Sailing Yacht,GRP,7.85,2.68,1.43,1,10.0,7.0,10000,https://www.boat24.com/en/sailingboats/passat26/detail/545578/
10565,543840,Switzerland,USED BOAT,nan,nan,1997,sailingboats,Classic Sailing Yacht,,11.95,3.45,1.3,1,33.0,24.0,51000.0,https://www.boat24.com/en/sailingboats/reinke/reinke-super-11/detail/543840/
10566,540620,Germany,USED BOAT,"Beneteau Antares 7.8, bei Yachtag. Doring Berlin",Beneteau,2015,powerboats,Pilothouse,GRP,7.23,2.84,,1,200.0,147.0,66900,https://www.boat24.com/en/powerboats/beneteau/beneteau-antares-78-bei-yachtag-doering-berlin/detail/540620/
10567,540964,Spain,USED BOAT,Katamaran,Katamaran,2023,sailingboats,Catamaran,Carbon Fiber,22.4,10.5,1.5,2,60.0,44.0,2448000.0,https://www.boat24.com/en/sailingboats/katamaran/detail/540964/
10568,544820,Italy,USED BOAT,Chris Craft ROAMER 40,Chris,2004,powerboats,Motor Yacht,GRP,13.26,4.27,0.96,2,480.0,353.0,170000,https://www.boat24.com/en/powerboats/chris-craft/chris-craft-roamer-40/detail/544820/
10569,543338,Italy,USED BOAT,Riva 85 Opera,Riva,2004,powerboats,Flybridge,GRP,23.95,6.2,,2,2000.0,1471.0,42354,https://www.boat24.com/en/powerboats/riva/riva-85-opera/detail/543338/
10570,416754,Switzerland,NEW BOAT,Sylvan Marine M3 Serie,Sylvan,2023,powerboats,Pontoon Boat,,7.85,2.59,,1,,,147470.58000000002,https://www.boat24.com/en/powerboats/sylvan-marine/sylvan-marine-m3-serie/detail/416754/
10572,479085,Germany,USED BOAT,Sirius 31,Sirius,,sailingboats,Sailing Yacht,GRP,9.3,3.1,1.5,1,18.0,13.0,29900,https://www.boat24.com/en/sailingboats/sirius/sirius-31/detail/479085/
10574,535879,Denmark,USED BOAT,Bella 641 HT,Bella,1995,powerboats,Hardtop,GRP,6.4,2.2,,1,115.0,85.0,12337.0,https://www.boat24.com/en/powerboats/bella/bella-641-ht/detail/535879/
10575,540881,Denmark,USED BOAT,Targa 27 FLY 2010,Targa,2010,powerboats,Pilothouse,GRP,8.78,3.04,0.9,1,330.0,243.0,159900.0,https://www.boat24.com/en/powerboats/targa/targa-27-fly-2010/detail/540881/
10576,531482,Spain,NEW BOAT,Majesty Majesty 100,Majesty,2023,powerboats,Superyacht,GRP,31.7,7.1,1.65,2,1900.0,1397.0,7900000,https://www.boat24.com/en/powerboats/majesty-majesty-100/detail/531482/
10578,324657,Germany,NEW BOAT,ZARmini AIR 9,ZARmini,2023,inflatableboats,Foldable Inflatable Boat,PVC,2.7,1.7,,1,,,1450,https://www.boat24.com/en/inflatableboats/zarmini/zarmini-air-9/detail/324657/
10579,526922,Germany,USED BOAT,Pirelli S Line 43 Sondermodell Kaiser Powerboat,Pirelli,2016,inflatableboats,RIB,Hypalon,4.3,1.9,,1,60.0,44.0,13000,https://www.boat24.com/en/inflatableboats/pirelli/pirelli-s-line-43-sondermodell-kaiser-powerboat/detail/526922/
10580,491476,Switzerland,NEW BOAT,Nautica Dorado 8.7,Nautica,2022,inflatableboats,RIB,Hypalon,8.7,3.06,,1,,,122400.0,https://www.boat24.com/en/inflatableboats/nautica/nautica-dorado-87/detail/491476/
10582,533117,Spain,USED BOAT,Sunseeker Portofino 53,Sunseeker,,powerboats,Hardtop,GRP,17.35,4.6,1.22,2,800.0,588.0,335000,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-portofino-53/detail/533117/
10584,539149,Denmark,USED BOAT,HALLBERG RASSY 29,HALLBERG,1987,sailingboats,Keelboat,GRP,8.9,2.83,1.8,1,,,39560,https://www.boat24.com/en/sailingboats/hallberg-rassy-29/detail/539149/
10586,509299,Italy,NEW BOAT,ICE Yachts ICE 62,ICE,2023,sailingboats,Sailing Yacht,Carbon Fiber,17.98,5.21,2.9,1,110.0,,1510000,https://www.boat24.com/en/sailingboats/ice-yachts/ice-yachts-ice-62/detail/509299/
10588,527285,Italy,USED BOAT,Monachus Pharos 45,Monachus,2010,powerboats,Hardtop,GRP,13.85,4.2,,2,440.0,324.0,225000,https://www.boat24.com/en/powerboats/monachus/monachus-pharos-45/detail/527285/
10589,245589,,NEW BOAT,Boarncruiser 37 Lounge,De Boarnstream,2022,powerboats,Motor Yacht,,11.06,3.6,1.05,1,75.0,,80000,https://www.boat24.com/en/catalog/powerboats/de-boarnstream/boarncruiser-37-lounge/2022/245589/
10590,490508,Germany,USED BOAT,Regal LS 2 SURF MODELL 21,Regal,2021,powerboats,Sport Boat,GRP,6.25,2.5,0.8,1,250.0,184.0,88500,https://www.boat24.com/en/powerboats/regal/regal-ls-2-surf-modell-21/detail/490508/
10591,520872,Spain,USED BOAT,Beneteau Gran Turismo 32 OB,Beneteau,2020,powerboats,Hardtop,,9.63,3.32,0.75,2,350.0,257.0,235000,https://www.boat24.com/en/powerboats/beneteau/beneteau-gran-turismo-32-ob/detail/520872/
10592,517280,Germany,NEW BOAT,Bayliner VR5COE,Bayliner,2023,powerboats,Sport Boat,GRP,6.23,2.43,,1,200.0,147.0,67900,https://www.boat24.com/en/powerboats/bayliner/bayliner-vr5coe/detail/517280/
10593,527166,Switzerland,NEW BOAT,Viking 390-4,Viking,2023,powerboats,Fishing Boat,Aluminium,3.86,1.75,,1,80.0,59.0,10098.0,https://www.boat24.com/en/powerboats/viking/viking-390-4/detail/527166/
10594,462929,Germany,NEW BOAT,Linder Arkip 530,Linder,2023,powerboats,Sport Boat,Aluminium,5.3,2.14,,1,,,31850,https://www.boat24.com/en/powerboats/linder/linder-arkip-530/detail/462929/
10595,539825,Croatia,USED BOAT,Bavaria 39 Cruiser,Bavaria,2007,sailingboats,Sailing Yacht,GRP,11.93,3.97,1.85,1,,,78000,https://www.boat24.com/en/sailingboats/bavaria/bavaria-39-cruiser/detail/539825/
10596,536365,Germany,USED BOAT,Jakobs Werft Kappeln Kutter 10m,Jakobs,1909,sailingboats,Sailing Yacht,,10.2,3.42,1.5,1,110.0,81.0,27900,https://www.boat24.com/en/sailingboats/jakobs-werft-kappeln-kutter-10m/detail/536365/
10597,510225,Germany,USED BOAT,Tullio Abbate 36,Tullio,1991,powerboats,Offshore Boat,GRP,10.6,2.5,0.9,1,,,25950,https://www.boat24.com/en/powerboats/tullio-abbate/tullio-abbate-36/detail/510225/
10599,515443,Germany,NEW BOAT,Capelli Tempest TE430 + Yamaha F40FETL F40,Capelli,2023,inflatableboats,RIB,Hypalon,4.22,2.03,0.3,1,40.0,29.0,19900,https://www.boat24.com/en/inflatableboats/capelli/capelli-tempest-te430-yamaha-f40fetl-f40/detail/515443/
10600,514114,Italy,USED BOAT,Kardis Apache 8.80,Kardis,2018,inflatableboats,RIB,Rubber,8.75,3.14,,1,350.0,257.0,80000,https://www.boat24.com/en/inflatableboats/kardis/kardis-apache-880/detail/514114/
10601,245272,,NEW BOAT,First 24,Beneteau,2022,sailingboats,Regatta Boat,,7.29,2.5,2.0,1,,,55545,https://www.boat24.com/en/catalog/sailingboats/beneteau/first-24/2022/245272/
10602,530359,Switzerland,USED BOAT,Maxi Dolphin Joker,Maxi,1998,sailingboats,Regatta Boat,GRP,8.17,2.73,1.6,1,50.0,37.0,11730.0,https://www.boat24.com/en/sailingboats/maxi-dolphin/maxi-dolphin-joker/detail/530359/
10603,534517,Italy,USED BOAT,Sea Ray 27 Sundacer,Sea,1992,powerboats,Cabin Cruiser,GRP,8.2,3.62,0.9,2,450.0,331.0,26500,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-27-sundacer/detail/534517/
10605,531758,Italy,USED BOAT,Comar Comet 38S,Comar,2008,sailingboats,Sailing Yacht,GRP,11.4,3.85,2.2,1,40.0,29.0,130000,https://www.boat24.com/en/sailingboats/comar/comar-comet-38s/detail/531758/
10607,463903,Switzerland,NEW BOAT,Sea Ray SPX 230,Sea,2024,powerboats,Bowrider,GRP,7.16,2.59,0.9,1,300.0,221.0,89454.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-spx-230/detail/463903/
10608,542433,Finland,USED BOAT,Delphia 26,Delphia,2014,sailingboats,Sailing Yacht,,7.79,2.85,1.6,1,10.0,7.0,39000,https://www.boat24.com/en/sailingboats/delphia/delphia-26/detail/542433/
10609,540803,Switzerland,USED BOAT,Nordkapp 760 Enduro,Nordkapp,2013,powerboats,Motor Yacht,GRP,7.6,2.5,,1,350.0,257.0,58650.0,https://www.boat24.com/en/powerboats/nordkapp/nordkapp-760-enduro/detail/540803/
10610,535951,Germany,USED BOAT,Nor Star 290,Nor,2000,powerboats,Sport Boat,GRP,9.05,3.05,0.9,1,216.0,159.0,59900,https://www.boat24.com/en/powerboats/nor-star/nor-star-290/detail/535951/
10611,450755,Italy,USED BOAT,Elan Marine ELAN 35 POWER,Elan,2004,powerboats,Hardtop,GRP,10.67,3.49,0.8,2,260.0,191.0,109000,https://www.boat24.com/en/powerboats/elan-marine-elan-35-power/detail/450755/
10612,539705,Italy,NEW BOAT,nan,nan,2023,inflatableboats,RIB,,9.75,3.4,,1,,,114000,https://www.boat24.com/en/inflatableboats/spx-rib/spx-rib-32/detail/539705/
10613,492415,Germany,NEW BOAT,nan,nan,2022,powerboats,Bowrider,,4.53,1.94,,1,,,14700,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-475-acess/detail/492415/
10614,535635,Germany,NEW BOAT,Sea Ray 265 DAE,Sea,2023,powerboats,Cabin Cruiser,GRP,8.1,2.56,,1,270.0,199.0,189900,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-265-dae/detail/535635/
10615,542872,Italy,USED BOAT,Beneteau Barracuda 8,Beneteau,2019,powerboats,Fishing Boat,,6.98,2.78,0.7,1,250.0,184.0,599000,https://www.boat24.com/en/powerboats/beneteau/beneteau-barracuda-8/detail/542872/
10616,499240,Italy,USED BOAT,Camper & Nicholson 40 mt steel/aluminium,Camper,1974,powerboats,Superyacht,,39.43,7.32,2.07,2,1500.0,1103.0,2150000,https://www.boat24.com/en/powerboats/camper-nicholson-40-mt-steelaluminium/detail/499240/
10617,538272,France,USED BOAT,Cranchi Endurance 33,Cranchi,,powerboats,Motor Yacht,,9.96,3.5,0.96,2,350.0,257.0,155000,https://www.boat24.com/en/powerboats/cranchi/cranchi-endurance-33/detail/538272/
10618,499336,Germany,USED BOAT,Jeanneau Merry Fisher 1095,Jeanneau,2021,powerboats,Pilothouse,GRP,10.45,3.37,0.69,2,300.0,221.0,249900,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-merry-fisher-1095/detail/499336/
10619,537689,Denmark,USED BOAT,Chris Craft Corsair 25,Chris,2012,powerboats,Sport Boat,,8.13,2.6,0.9,1,300.0,221.0,113750.0,https://www.boat24.com/en/powerboats/chris-craft/chris-craft-corsair-25/detail/537689/
10620,245471,,NEW BOAT,Predator 55 EVO,Sunseeker,2023,powerboats,Motor Yacht,,17.05,4.48,1.33,1,,,169000,https://www.boat24.com/en/catalog/powerboats/sunseeker/predator-55-evo/2023/245471/
10621,118529,Germany,NEW BOAT,Marex 320 Aft Cabin Cruiser,Marex,2022,powerboats,Motor Yacht,GRP,9.99,3.3,1.0,1,320.0,235.0,298563,https://www.boat24.com/en/powerboats/marex/marex-320-aft-cabin-cruiser/detail/118529/
10622,476295,Switzerland,USED BOAT,Saver 750 WA,Saver,2021,powerboats,Sport Boat,GRP,7.5,2.55,,2,175.0,129.0,80070.0,https://www.boat24.com/en/powerboats/saver/saver-750-wa/detail/476295/
10623,514441,Germany,USED BOAT,Sealine SC 29,Sealine,2005,powerboats,Sport Boat,GRP,9.6,3.2,0.9,2,160.0,118.0,114800,https://www.boat24.com/en/powerboats/sealine/sealine-sc-29/detail/514441/
10624,474656,Germany,USED BOAT,Wieser Yacht- und Bootswerft Admiral 24,Wieser,,sailingboats,Keelboat,GRP,7.05,2.35,,1,15.0,11.0,3500,https://www.boat24.com/en/sailingboats/wieser-yacht-und-bootswerft/wieser-yacht-und-bootswerft-admiral-24/detail/474656/
10625,542856,Spain,USED BOAT,Hanse 458,Hanse,2020,sailingboats,Sailing Yacht,GRP,14.04,4.38,2.23,1,57.0,42.0,330000,https://www.boat24.com/en/sailingboats/hanse/hanse-458/detail/542856/
10626,538612,Switzerland,USED BOAT,Quicksilver 605 Pilothouse,Quicksilver,2014,powerboats,Utility Boat,GRP,5.5,2.54,,1,135.0,99.0,29070.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-605-pilothouse/detail/538612/
10628,544982,Germany,USED BOAT,Diek 330,Diek,2021,inflatableboats,RIB,PVC,6.0,1.7,0.33,1,,,3000,https://www.boat24.com/en/inflatableboats/diek-330/detail/544982/
10629,514938,Switzerland,USED BOAT,Bavaria Sport 43,Bavaria,2012,powerboats,Motor Yacht,GRP,13.22,4.41,,2,400.0,294.0,219300.0,https://www.boat24.com/en/powerboats/bavaria/bavaria-sport-43/detail/514938/
10630,519050,Germany,NEW BOAT,Terhi 400,Terhi,2022,smallboats,Rowing Boat,,4.0,1.5,,1,,,3890,https://www.boat24.com/en/smallboats/terhi/terhi-400/detail/519050/
10631,544805,Netherlands,USED BOAT,Condor Comtess 44,Condor,1980,powerboats,Flybridge,GRP,13.25,4.15,1.2,2,250.0,184.0,120000,https://www.boat24.com/en/powerboats/condor/condor-comtess-44/detail/544805/
10632,542909,Germany,USED BOAT,Gecco 39,Gecco,1990,sailingboats,Sailing Yacht,GRP,11.98,3.62,2.05,1,40.0,29.0,59000,https://www.boat24.com/en/sailingboats/gecco-39/detail/542909/
10633,523217,Denmark,,Jeanneau Merry Fisher 895 Cruiser,Jeanneau,2023,powerboats,Pilothouse,,0.08,0.02,,1,300.0,221.0,149500.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-merry-fisher-895-cruiser/detail/523217/
10634,542650,Germany,USED BOAT,Cobalt 263,Cobalt,2005,powerboats,Sport Boat,GRP,8.13,2.5,1.0,1,425.0,313.0,65000,https://www.boat24.com/en/powerboats/cobalt/cobalt-263/detail/542650/
10635,486320,Germany,NEW BOAT,Quicksilver Activ 555 Open,Quicksilver,2023,powerboats,Sport Boat,GRP,5.47,2.29,0.36,1,115.0,85.0,40999,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-555-open/detail/486320/
10636,491466,Switzerland,NEW BOAT,Hydrosport C-RIB 565,Hydrosport,2022,inflatableboats,RIB,Hypalon,5.65,2.27,,1,90.0,66.0,22440.0,https://www.boat24.com/en/inflatableboats/hydrosport/hydrosport-c-rib-565/detail/491466/
10637,535240,Switzerland,USED BOAT,DRACO - 1700,DRACO,1982,powerboats,Sport Boat,,5.1,2.05,,1,109.0,80.0,10098.0,https://www.boat24.com/en/powerboats/draco/draco--1700/detail/535240/
10638,291161,Germany,NEW BOAT,Bombard Sunrider 650,Bombard,2023,inflatableboats,RIB,Hypalon,6.35,2.45,,1,,,19930,https://www.boat24.com/en/inflatableboats/bombard/bombard-sunrider-650/detail/291161/
10639,539506,New,NEW BOAT,Earthling/E40,Earthling/E40,2023,powerboats,Power Catamaran,GRP,12.0,5.5,0.7,2,70.0,51.0,695000,https://www.boat24.com/en/powerboats/earthlinge40/detail/539506/
10641,529038,Spain,NEW BOAT,Solaris Power Open 60,Solaris,2023,powerboats,Motor Yacht,,16.23,5.35,,1,,,1600000,https://www.boat24.com/en/powerboats/solaris-power/solaris-power-open-60/detail/529038/
10642,540312,Croatia,USED BOAT,Bavaria 37 Cruiser,Bavaria,2015,sailingboats,Sailing Yacht,GRP,11.3,3.67,1.95,1,,,120000,https://www.boat24.com/en/sailingboats/bavaria/bavaria-37-cruiser/detail/540312/
10643,492377,Germany,NEW BOAT,CUSTOM BUILD SAILING YACHT,CUSTOM,2019,sailingboats,Sailing Superyacht,Aluminium,50.0,10.5,3.65,2,1604.0,1180.0,15950000,https://www.boat24.com/en/sailingboats/custom-build-sailing-yacht/detail/492377/
10644,544052,Norway,USED BOAT,Luffe 37,Luffe,1989,sailingboats,Daysailer,GRP,11.18,2.75,1.7,1,18.0,13.0,34000.0,https://www.boat24.com/en/sailingboats/luffe/luffe-37/detail/544052/
10645,535559,Germany,USED BOAT,Freeman Freemann 22,Freeman,1973,powerboats,Cabin Cruiser,GRP,6.8,2.45,0.6,1,44.0,32.0,5200,https://www.boat24.com/en/powerboats/freeman/freeman-freemann-22/detail/535559/
10646,525293,Croatia,USED BOAT,Sunseeker 95 Yacht,Sunseeker,,powerboats,Motor Yacht,GRP,28.07,6.55,2.13,2,1950.0,1434.0,6612000.0,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-95-yacht/detail/525293/
10648,502608,Germany,USED BOAT,Regal  Express 2565,Regal,2006,powerboats,Motor Yacht,GRP,8.4,2.55,,1,190.0,140.0,66666,https://www.boat24.com/en/powerboats/regal/regal-express-2565/detail/502608/
10650,544348,Germany,USED BOAT,Rinker Fiesta Vee 242,Rinker,2000,powerboats,Cabin Cruiser,GRP,7.6,2.55,,1,240.0,177.0,38500,https://www.boat24.com/en/powerboats/rinker/rinker-fiesta-vee-242/detail/544348/
10651,527965,Denmark,NEW BOAT,Nimbus C8,Nimbus,2023,powerboats,Pilothouse,,7.93,2.55,,1,250.0,184.0,119600.0,https://www.boat24.com/en/powerboats/nimbus/nimbus-c8/detail/527965/
10652,511548,Switzerland,NEW BOAT,"Quicksilver en commande, 675 Cruiser + F150",Quicksilver,2023,powerboats,Sport Boat,GRP,6.4,2.4,0.7,1,150.0,110.0,69839.4,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-en-commande-675-cruiser-f150/detail/511548/
10653,467094,Switzerland,USED BOAT,Leader 700,Leader,1987,powerboats,Motor Yacht,GRP,7.05,2.62,0.7,1,224.0,165.0,15300.0,https://www.boat24.com/en/powerboats/leader-700/detail/467094/
10654,509197,United,USED BOAT,Scampi 30,Scampi,1975,sailingboats,Sailing Yacht,,9.07,3.0,1.65,1,20.0,15.0,12180.0,https://www.boat24.com/en/sailingboats/scampi/scampi-30/detail/509197/
10655,515270,Italy,USED BOAT,Bayliner 245 Cruiser SB,Bayliner,2006,powerboats,Sport Boat,,7.3,2.6,,1,200.0,147.0,41000,https://www.boat24.com/en/powerboats/bayliner/bayliner-245-cruiser-sb/detail/515270/
10656,10258,,NEW BOAT,Cap 25 Open,Capelli,2022,powerboats,Deck Boat,,7.35,2.5,,1,,,19116.5,https://www.boat24.com/en/catalog/powerboats/capelli/cap-25-open/2022/10258/
10657,464314,Switzerland,NEW BOAT,Zodiac Pro 420,Zodiac,2023,inflatableboats,RIB,PVC,4.2,1.9,,1,,,10393.8,https://www.boat24.com/en/inflatableboats/zodiac/zodiac-pro-420/detail/464314/
10658,537878,Germany,USED BOAT,Najad 34 AK,Najad,1983,sailingboats,Sailing Yacht,GRP,10.45,3.4,1.6,1,36.0,26.0,42500,https://www.boat24.com/en/sailingboats/najad/najad-34-ak/detail/537878/
10660,536486,Germany,USED BOAT,Monterey 194FS / 204FS,Monterey,2009,powerboats,Sport Boat,GRP,6.0,2.5,0.8,1,270.0,199.0,35900,https://www.boat24.com/en/powerboats/monterey/monterey-194fs-204fs/detail/536486/
10661,542096,Portugal,USED BOAT,Jeanneau Sun Fast 32i,Jeanneau,2002,sailingboats,Regatta Boat,GRP,9.45,3.31,1.98,1,20.0,15.0,52500,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sun-fast-32i/detail/542096/
10662,541934,Germany,NEW BOAT,Corsiva 595 Tender,Corsiva,2023,powerboats,Sport Boat,GRP,5.7,2.2,0.4,1,,,20900,https://www.boat24.com/en/powerboats/corsiva/corsiva-595-tender/detail/541934/
10663,525119,Poland,NEW BOAT,Houseboat ZOE 1200,Houseboat,2023,powerboats,Floating House,Steel,12.5,4.2,0.4,1,,,58000,https://www.boat24.com/en/powerboats/houseboat-zoe-1200/detail/525119/
