,ID,LOCATION,CONDITION,MODEL,MANUFACTURER,YEAR BUILT,CATEGORY,SUBCATEGORY,MATERIAL,LENGTH (m),BEAM (m),DRAUGHT,NUM_ENGINES,ENGINE_HP,ENGINE_KW,PRICE_EUR,LINK
8039,532527,Switzerland,USED BOAT,Draco 27,Draco,1991,powerboats,Classic Power Boat,GRP,8.94,2.85,1.3,1,340.0,250.0,32640.0,https://www.boat24.com/en/powerboats/draco/draco-27/detail/532527/
8043,538390,Italy,USED BOAT,"Mano MANO' 28,50",Mano,2007,powerboats,Motor Yacht,GRP,9.6,3.2,1.9,2,225.0,165.0,55000.0,https://www.boat24.com/en/powerboats/mano/mano-mano-2850/detail/538390/
8047,507535,Germany,NEW BOAT,Sea Ray 190 SPX OB,Sea,2022,powerboats,Bowrider,GRP,5.94,2.54,0.9,1,150.0,110.0,71060.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-190-spx-ob/detail/507535/
8048,523395,Greece,USED BOAT,Gullet 38m,Gullet,2000,sailingboats,Sailing Yacht,Wood,38.0,9.4,3.9,1,542.0,399.0,1000000.0,https://www.boat24.com/en/sailingboats/gullet-38m/detail/523395/
8053,531290,Italy,USED BOAT,Sessa OYSTER 30,Sessa,2003,powerboats,Motor Yacht,GRP,9.5,3.1,0.7,2,170.0,125.0,67000.0,https://www.boat24.com/en/powerboats/sessa/sessa-oyster-30/detail/531290/
8054,524810,France,USED BOAT,Kaiserwerft Baron 102,Kaiserwerft,2004,powerboats,Motor Yacht,GRP,31.0,6.81,3.1,2,2000.0,1471.0,1950000.0,https://www.boat24.com/en/powerboats/kaiserwerft/kaiserwerft-baron-102/detail/524810/
8056,540547,Virgin,USED BOAT,Leopard 50,Leopard,2019,sailingboats,Catamaran,GRP,15.42,8.05,1.6,2,57.0,42.0,874000.0,https://www.boat24.com/en/sailingboats/leopard/leopard-50/detail/540547/
8058,540468,Netherlands,USED BOAT,Valkkruiser 1050 AK,Valkkruiser,1980,powerboats,Trawler,Steel,10.5,3.36,0.9,1,105.0,77.0,44000.0,https://www.boat24.com/en/powerboats/valkkruiser/valkkruiser-1050-ak/detail/540468/
8064,535189,Italy,USED BOAT,Tiara 2900 Coronet,Tiara,2003,powerboats,Motor Yacht,GRP,9.37,3.45,0.7,2,230.0,169.0,120000.0,https://www.boat24.com/en/powerboats/tiara/tiara-2900-coronet/detail/535189/
8071,447564,Switzerland,USED BOAT,Axis A22 by Malibu,Axis,2021,powerboats,Wakeboard/Wakesurf,GRP,6.71,2.59,0.69,1,349.0,257.0,116280.0,https://www.boat24.com/en/powerboats/axis/axis-a22-by-malibu/detail/447564/
8072,487283,Italy,USED BOAT,Cranchi ZAFFIRO 34,Cranchi,1999,powerboats,Motor Yacht,GRP,10.34,3.5,0.87,2,231.0,170.0,98000.0,https://www.boat24.com/en/powerboats/cranchi/cranchi-zaffiro-34/detail/487283/
8073,484482,Germany,USED BOAT,HT Houseboats Safety 33,HT,2021,powerboats,Houseboat,Aluminium,11.0,4.2,0.5,1,15.0,11.0,135177.0,https://www.boat24.com/en/powerboats/ht-houseboats/ht-houseboats-safety-33/detail/484482/
8077,517439,Austria,NEW BOAT,Quicksilver 675 Weekend,Quicksilver,2023,powerboats,Sport Boat,GRP,6.94,2.5,0.49,1,225.0,165.0,105000.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-675-weekend/detail/517439/
8078,532110,Denmark,USED BOAT,Bol Tjalk,Bol,1916,powerboats,Houseboat,Steel,18.65,4.18,1.1,1,100.0,74.0,156000.0,https://www.boat24.com/en/powerboats/bol-tjalk/detail/532110/
8079,522335,Austria,NEW BOAT,Beneteau Flyer 6 Sundeck,Beneteau,2023,powerboats,Center Console,GRP,5.96,2.26,0.8,1,140.0,103.0,49500.0,https://www.boat24.com/en/powerboats/beneteau/beneteau-flyer-6-sundeck/detail/522335/
8080,543982,Austria,USED BOAT,Corsair Marine 880 Standard,Corsair,2020,sailingboats,Trimaran,GRP,8.8,6.8,1.6,1,99.0,73.0,192000.0,https://www.boat24.com/en/sailingboats/corsair-marine/corsair-marine-880-standard/detail/543982/
8082,433293,Germany,NEW BOAT,Sessa KEY LARGO 27 OB,Sessa,2023,powerboats,Sport Boat,GRP,7.8,2.64,0.8,1,400.0,294.0,755000.0,https://www.boat24.com/en/powerboats/sessa/sessa-key-largo-27-ob/detail/433293/
8084,516583,Croatia,USED BOAT,nan,nan,2016,powerboats,Motor Yacht,GRP,10.3,4.06,0.8,1,20.0,15.0,330000.0,https://www.boat24.com/en/powerboats/primatist/primatist-b41/detail/516583/
8086,533710,Netherlands,USED BOAT,Sessa 44 HT mit hydr. Badeplattform,Sessa,2017,powerboats,Hardtop,GRP,13.85,4.0,1.2,2,435.0,320.0,469000.0,https://www.boat24.com/en/powerboats/sessa/sessa-44-ht-mit-hydr-badeplattform/detail/533710/
8091,537837,Italy,USED BOAT,Larson Boats Cabrio 290,Larson,2005,powerboats,Sport Boat,GRP,8.49,2.9,1.0,2,275.0,202.0,51000.0,https://www.boat24.com/en/powerboats/larson-boats-cabrio-290/detail/537837/
8098,500785,Netherlands,USED BOAT,X-Yachts Xp 44,X-Yachts,2011,sailingboats,Sailing Yacht,GRP,13.88,4.07,2.3,1,40.0,29.0,389000.0,https://www.boat24.com/en/sailingboats/x-yachts/x-yachts-xp-44/detail/500785/
8102,540806,Germany,USED BOAT,Klaassen van der Craft 12.60,Klaassen,1980,powerboats,Classic Power Boat,Steel,12.6,3.65,1.25,2,105.0,77.0,135000.0,https://www.boat24.com/en/powerboats/klaassen/klaassen-van-der-craft-1260/detail/540806/
8103,535830,Italy,USED BOAT,Gozzo Lancia,Gozzo,2005,powerboats,Sloep,Wood,8.2,2.6,0.8,1,20.0,15.0,53000.0,https://www.boat24.com/en/powerboats/gozzo-lancia/detail/535830/
8106,528986,Netherlands,USED BOAT,Apreamare 10 Semi-cabinato,Apreamare,2001,powerboats,Motor Yacht,GRP,10.3,3.3,0.7,2,300.0,221.0,139000.0,https://www.boat24.com/en/powerboats/apreamare/apreamare-10-semi-cabinato/detail/528986/
8108,492816,Spain,NEW BOAT,Lion Yachts OPEN SPORT 3.5,Lion,2022,powerboats,Motor Yacht,GRP,10.9,3.68,1.0,2,300.0,221.0,385000.0,https://www.boat24.com/en/powerboats/lion-yachts/lion-yachts-open-sport-35/detail/492816/
8110,517211,Netherlands,USED BOAT,Brandaris Barkas 1100,Brandaris,2005,powerboats,Classic Power Boat,GRP,11.0,3.05,0.7,2,350.0,257.0,175000.0,https://www.boat24.com/en/powerboats/brandaris-barkas-1100/detail/517211/
8111,543470,Netherlands,USED BOAT,Friendship Yacht Company 35 Kielmidzwaard,Friendship,1987,sailingboats,Sailing Yacht,GRP,10.5,3.5,1.25,1,27.0,20.0,49500.0,https://www.boat24.com/en/sailingboats/friendship-yacht-company/friendship-yacht-company-35-kielmidzwaard/detail/543470/
8113,524094,Germany,USED BOAT,Hallberg-Rassy 312,Hallberg-Rassy,1981,sailingboats,Sailing Yacht,GRP,9.42,3.08,1.62,1,30.0,22.0,20000.0,https://www.boat24.com/en/sailingboats/hallberg-rassy/hallberg-rassy-312/detail/524094/
8115,544530,Belgium,USED BOAT,Dufour 35 Classic,Dufour,2000,sailingboats,Keelboat,GRP,10.7,3.48,1.8,1,30.0,22.0,63000.0,https://www.boat24.com/en/sailingboats/dufour/dufour-35-classic/detail/544530/
8116,541157,Netherlands,USED BOAT,Jeanneau Sun Way 29,Jeanneau,1992,sailingboats,Sailing Yacht,GRP,8.75,2.99,1.5,1,18.0,13.0,19900.0,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sun-way-29/detail/541157/
8117,515964,Germany,NEW BOAT,Quicksilver Activ 605 CR - 30 Jahre RoJe Boote,Quicksilver,2023,powerboats,Cabin Cruiser,GRP,6.0,2.34,0.48,1,100.0,74.0,58200.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-activ-605-cr--30-jahre-roje-boote/detail/515964/
8119,357160,Italy,USED BOAT,Azimut AZ 43,Azimut,1993,powerboats,Flybridge,GRP,12.74,4.4,1.1,2,435.0,320.0,100000.0,https://www.boat24.com/en/powerboats/azimut/azimut-az-43/detail/357160/
8121,503457,Switzerland,USED BOAT,Jeanneau Skanes 650,Jeanneau,1984,powerboats,Cabin Cruiser,GRP,6.5,2.48,0.4,1,179.0,132.0,9078.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-skanes-650/detail/503457/
8126,496595,Switzerland,USED BOAT,Selco N Lark 40,Selco,1967,powerboats,Sport Boat,GRP,4.02,1.6,1.0,1,80.0,59.0,7140.0,https://www.boat24.com/en/powerboats/selco/selco-n-lark-40/detail/496595/
8130,505157,Germany,USED BOAT,Sarins Minor 31,Sarins,2014,powerboats,Cabin Cruiser,GRP,9.7,3.2,1.05,1,330.0,242.0,194500.0,https://www.boat24.com/en/powerboats/sarins/sarins-minor-31/detail/505157/
8131,533157,Germany,USED BOAT,Aqualine 690,Aqualine,2015,powerboats,Motor Yacht,GRP,6.9,2.44,0.45,1,100.0,74.0,49900.0,https://www.boat24.com/en/powerboats/aqualine/aqualine-690/detail/533157/
8140,537761,Norway,USED BOAT,Paragon Yachts 31 Cabin,Paragon,2022,powerboats,Cabin Cruiser,GRP,10.0,3.4,0.8,2,320.0,235.0,281000.0,https://www.boat24.com/en/powerboats/paragon-yachts/paragon-yachts-31-cabin/detail/537761/
8146,480968,Switzerland,NEW BOAT,DarekCo TEXAS 585,DarekCo,2022,powerboats,Center Console,GRP,6.0,2.33,0.45,1,60.0,44.0,26001.84,https://www.boat24.com/en/powerboats/darekco/darekco-texas-585/detail/480968/
8149,540428,Norway,USED BOAT,Nordisches Folkeboot/Nordic Folkboat,Nordisches,2005,sailingboats,Keelboat,GRP,7.64,2.2,1.2,1,40.0,29.0,17000.0,https://www.boat24.com/en/sailingboats/nordisches-folkebootnordic-folkboat/detail/540428/
8151,540333,Netherlands,USED BOAT,Van der Heijden 1500 OK Exclusive,Van,2009,powerboats,Motor Yacht,Steel,15.4,4.5,1.4,1,220.0,162.0,238000.0,https://www.boat24.com/en/powerboats/van-der-heijden/van-der-heijden-1500-ok-exclusive/detail/540333/
8159,515237,Germany,USED BOAT,Boesch 680 Costa Brava de Luxe Baunummer 3362,Boesch,1993,powerboats,Classic Power Boat,Wood,6.8,2.35,0.65,1,349.0,257.0,249500.0,https://www.boat24.com/en/powerboats/boesch/boesch-680-costa-brava-de-luxe-baunummer-3362/detail/515237/
8161,480944,Germany,USED BOAT,Hanse 315,Hanse,2021,sailingboats,Sailing Yacht,GRP,9.62,3.35,1.35,1,21.0,15.0,128000.0,https://www.boat24.com/en/sailingboats/hanse/hanse-315/detail/480944/
8165,538872,Turkey,USED BOAT,nan,nan,2011,sailingboats,Sailing Yacht,GRP,9.99,3.42,1.85,1,30.0,22.0,108500.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-cruiser-32/detail/538872/
8167,521001,Netherlands,USED BOAT,Storebro 725,Storebro,1964,powerboats,Classic Power Boat,Steel,7.25,2.45,0.6,1,38.0,28.0,38000.0,https://www.boat24.com/en/powerboats/storebro/storebro-725/detail/521001/
8174,545332,Germany,USED BOAT,Tenbroke,Tenbroke,1983,powerboats,Cabin Cruiser,Steel,10.7,2.7,0.8,1,50.0,37.0,15000.0,https://www.boat24.com/en/powerboats/tenbroke/detail/545332/
8178,498248,Netherlands,USED BOAT,Luxe Motor 28.92 met CBB,Luxe,1927,powerboats,Houseboat,Steel,28.92,5.02,1.25,1,160.0,118.0,174500.0,https://www.boat24.com/en/powerboats/luxe-motor-2892-met-cbb/detail/498248/
8179,544421,Belgium,USED BOAT,Van Garsse Bakdekkruiser 12.80,Van,1968,powerboats,Classic Power Boat,Steel,12.8,3.8,1.2,2,75.0,55.0,119500.0,https://www.boat24.com/en/powerboats/van-garsse-bakdekkruiser-1280/detail/544421/
8181,526753,Spain,USED BOAT,Sunseeker Predator 68 MK II,Sunseeker,2017,powerboats,Hardtop,GRP,21.48,5.12,1.53,2,1200.0,883.0,159000.0,https://www.boat24.com/en/powerboats/sunseeker/sunseeker-predator-68-mk-ii/detail/526753/
8184,540545,Netherlands,USED BOAT,Taiwan Trawler King Yacht 44,Taiwan,1989,powerboats,Trawler,GRP,14.4,4.4,1.4,2,210.0,154.0,119500.0,https://www.boat24.com/en/powerboats/taiwan-trawler-king-yacht-44/detail/540545/
8187,400516,Croatia,USED BOAT,nan,nan,2002,powerboats,Flybridge,GRP,9.3,3.3,0.9,2,245.0,180.0,68000.0,https://www.boat24.com/en/powerboats/cayman-yachts-cayman-30-fly/detail/400516/
8189,469590,Germany,USED BOAT,Marian Magic 640,Marian,2023,powerboats,Runabout,GRP,6.4,2.2,0.5,1,68.0,50.0,599900.0,https://www.boat24.com/en/powerboats/marian/marian-magic-640/detail/469590/
8192,542935,Switzerland,USED BOAT,Moomba Kaiyen,Moomba,2020,powerboats,Bowrider,GRP,6.53,2.59,0.7,1,350.0,257.0,101979.6,https://www.boat24.com/en/powerboats/moomba/moomba-kaiyen/detail/542935/
8196,511385,Belgium,USED BOAT,De Boarnstream 41 New Line,De,2008,powerboats,Motor Yacht,Steel,12.25,3.95,1.1,1,150.0,110.0,199500.0,https://www.boat24.com/en/powerboats/de-boarnstream/de-boarnstream-41-new-line/detail/511385/
8203,319712,Spain,USED BOAT,Garcia 70'2,Garcia,2007,sailingboats,Sailing Yacht,Aluminium,22.8,5.96,2.7,1,250.0,184.0,1250000.0,https://www.boat24.com/en/sailingboats/garcia/garcia-702/detail/319712/
8207,535954,Croatia,USED BOAT,nan,nan,2020,powerboats,Motor Yacht,GRP,11.51,3.62,0.75,1,20.0,15.0,339000.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-leader-36/detail/535954/
8215,428194,Greece,USED BOAT,CENIT 33,CENIT,1990,sailingboats,Cruising Yacht,GRP,9.98,3.3,1.8,1,27.0,20.0,30000.0,https://www.boat24.com/en/sailingboats/cenit/cenit-33/detail/428194/
8220,273228,Croatia,USED BOAT,Absolute 50 fly,Absolute,2021,powerboats,Flybridge,GRP,15.2,4.43,1.2,2,480.0,353.0,411000.0,https://www.boat24.com/en/powerboats/absolute/absolute-50-fly/detail/273228/
8221,522963,Spain,USED BOAT,Contest 33,Contest,1972,sailingboats,Sailing Yacht,GRP,9.83,3.15,1.6,1,28.0,21.0,18900.0,https://www.boat24.com/en/sailingboats/contest/contest-33/detail/522963/
8222,528306,Germany,USED BOAT,Jeanneau Merry Fisher 1095,Jeanneau,2021,powerboats,Motor Yacht,GRP,10.5,3.37,0.8,1,221.0,163.0,243500.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-merry-fisher-1095/detail/528306/
8223,509674,France,USED BOAT,Capelli TEMPEST 650,Capelli,2022,inflatableboats,RIB,PVC,6.5,2.6,0.6,1,200.0,147.0,55900.0,https://www.boat24.com/en/inflatableboats/capelli/capelli-tempest-650/detail/509674/
8224,533497,Germany,NEW BOAT,Bavaria CRUISER 46 STYLE,Bavaria,2022,sailingboats,Sailing Yacht,GRP,13.9,4.35,2.1,1,51.0,38.0,444424.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-cruiser-46-style/detail/533497/
8226,533057,Germany,NEW BOAT,Bavaria C45,Bavaria,2023,sailingboats,Sailing Yacht,GRP,13.6,4.49,2.2,1,57.0,42.0,472085.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-c45/detail/533057/
8227,527560,Switzerland,NEW BOAT,Ganz Boats GANZ Shortbreak 5.8,Ganz,2023,powerboats,Bowrider,GRP,5.8,2.05,0.8,1,60.0,44.0,91330.8,https://www.boat24.com/en/powerboats/ganz-boats/ganz-boats-ganz-shortbreak-58/detail/527560/
8229,505523,Switzerland,NEW BOAT,Trimarchi  Marg 23,Trimarchi,2021,powerboats,Sport Boat,GRP,7.0,2.55,0.4,1,300.0,221.0,80580.0,https://www.boat24.com/en/powerboats/trimarchi/trimarchi-marg-23/detail/505523/
8233,516734,Netherlands,USED BOAT,Van der Heijden 1350 Exclusive,Van,2021,powerboats,Motor Yacht,Steel,13.5,4.4,1.15,1,170.0,125.0,480000.0,https://www.boat24.com/en/powerboats/van-der-heijden/van-der-heijden-1350-exclusive/detail/516734/
8240,518671,Italy,USED BOAT,Fairline Targa 43,Fairline,2002,powerboats,Motor Yacht,GRP,13.9,4.32,1.0,2,480.0,353.0,189000.0,https://www.boat24.com/en/powerboats/fairline/fairline-targa-43/detail/518671/
8241,538591,Italy,USED BOAT,Dehler 34 Performance,Dehler,2007,sailingboats,Sailing Yacht,GRP,10.5,3.49,1.95,1,30.0,22.0,83640.0,https://www.boat24.com/en/sailingboats/dehler/dehler-34-performance/detail/538591/
8242,542677,Croatia,USED BOAT,Hanse 540e,Hanse,2008,sailingboats,Cruising Yacht,GRP,16.08,4.91,2.43,1,110.0,81.0,290000.0,https://www.boat24.com/en/sailingboats/hanse/hanse-540e/detail/542677/
8244,543666,Switzerland,USED BOAT,nan,nan,1995,sailingboats,Classic Sailing Yacht,Wood,6.95,2.65,1.4,1,60.0,44.0,688000.0,https://www.boat24.com/en/sailingboats/staeheli/staeheli--carpe-diem--klassiker/detail/543666/
8245,504531,Switzerland,USED BOAT,Moser Dynamic 35**,Moser,1990,sailingboats,Regatta Boat,GRP,10.68,2.47,1.51,1,75.0,55.0,33660.0,https://www.boat24.com/en/sailingboats/moser/moser-dynamic-35/detail/504531/
8249,533155,Germany,USED BOAT,Sea Ray SPX 210,Sea,2022,powerboats,Bowrider,GRP,6.55,2.54,0.86,1,200.0,147.0,59990.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-spx-210/detail/533155/
8250,519938,Germany,NEW BOAT,Integrity 340 SX,Integrity,2023,powerboats,Trawler,GRP,10.7,3.72,1.3,1,230.0,169.0,406000.0,https://www.boat24.com/en/powerboats/integrity/integrity-340-sx/detail/519938/
8251,539053,Netherlands,USED BOAT,Valkkruiser 1350,Valkkruiser,1977,powerboats,Motor Yacht,Steel,13.54,3.82,1.25,1,120.0,88.0,59500.0,https://www.boat24.com/en/powerboats/valkkruiser/valkkruiser-1350/detail/539053/
8262,516117,Germany,USED BOAT,Serious Yachts Gently 40' Lausanne,Serious,2016,powerboats,Trawler,Steel,12.06,3.0,1.15,1,114.0,84.0,480000.0,https://www.boat24.com/en/powerboats/serious-yachts/serious-yachts-gently-40-lausanne/detail/516117/
8265,499300,Germany,NEW BOAT,Brabus Shadow 500 Cabin,Brabus,2022,powerboats,Sport Boat,GRP,9.53,2.95,0.8,2,250.0,184.0,312000.0,https://www.boat24.com/en/powerboats/brabus/brabus-shadow-500-cabin/detail/499300/
8266,500157,Germany,USED BOAT,Hanse 315,Hanse,2022,sailingboats,Sailing Yacht,GRP,9.62,3.35,1.35,1,20.0,15.0,152000.0,https://www.boat24.com/en/sailingboats/hanse/hanse-315/detail/500157/
8268,489793,Switzerland,USED BOAT,Alubat FR 60 Delia,Alubat,2013,powerboats,Motor Yacht,Aluminium,14.45,3.8,0.75,2,349.0,257.0,305994.9,https://www.boat24.com/en/powerboats/alubat/alubat-fr-60-delia/detail/489793/
8272,510444,Portugal,NEW BOAT,Cervetti Dufour 44 Catamaran,Cervetti,2023,sailingboats,Catamaran,GRP,13.42,7.3,1.3,2,60.0,44.0,624750.0,https://www.boat24.com/en/sailingboats/cervetti/cervetti-dufour-44-catamaran/detail/510444/
8279,539972,Spain,USED BOAT,Hanse 458,Hanse,2020,sailingboats,Cruising Yacht,GRP,14.04,4.38,2.23,1,57.0,42.0,319000.0,https://www.boat24.com/en/sailingboats/hanse/hanse-458/detail/539972/
8280,487645,France,USED BOAT,Baia 100,Baia,2010,powerboats,Superyacht,GRP,31.0,7.35,1.6,3,2450.0,1802.0,2450000.0,https://www.boat24.com/en/powerboats/baia/baia-100/detail/487645/
8282,495707,Switzerland,USED BOAT,Nautique Super Air Nautique 230/ 236,Nautique,2007,powerboats,Wakeboard/Wakesurf,GRP,7.05,2.55,0.74,1,374.0,275.0,56100.0,https://www.boat24.com/en/powerboats/nautique/nautique-super-air-nautique-230-236/detail/495707/
8292,519817,Switzerland,USED BOAT,Jonmerie Jon30,Jonmerie,1980,sailingboats,Sailing Yacht,GRP,9.06,3.03,1.7,1,15.0,11.0,32640.0,https://www.boat24.com/en/sailingboats/jonmerie/jonmerie-jon30/detail/519817/
8295,454760,Germany,USED BOAT,Bavaria '45   C45,Bavaria,2023,sailingboats,Sailing Yacht,GRP,13.98,4.49,2.2,1,57.0,42.0,333081.0,https://www.boat24.com/en/sailingboats/bavaria/bavaria-45--c45/detail/454760/
8298,536496,Germany,USED BOAT,Chris Craft Scorpion 260 SL,Chris,1986,powerboats,Offshore Boat,GRP,8.0,2.48,0.4,1,425.0,313.0,27500.0,https://www.boat24.com/en/powerboats/chris-craft/chris-craft-scorpion-260-sl/detail/536496/
8299,522913,Germany,NEW BOAT,Quicksilver 475 aXess,Quicksilver,2022,powerboats,Sport Boat,GRP,4.63,2.04,0.26,1,40.0,29.0,22399.0,https://www.boat24.com/en/powerboats/quicksilver/quicksilver-475-axess/detail/522913/
8302,531587,Netherlands,USED BOAT,Luxe Motortjalk 2200,Luxe,1908,powerboats,Trawler,Steel,22.5,4.5,1.2,1,105.0,77.0,149500.0,https://www.boat24.com/en/powerboats/luxe-motortjalk-2200/detail/531587/
8303,527061,France,NEW BOAT,Jeanneau Cap Camarat 6.5 WA,Jeanneau,2023,powerboats,Cabin Cruiser,GRP,6.31,2.52,0.5,1,150.0,110.0,65000.0,https://www.boat24.com/en/powerboats/jeanneau/jeanneau-cap-camarat-65-wa/detail/527061/
8309,441711,Croatia,USED BOAT,nan,nan,2008,powerboats,Flybridge,GRP,16.2,4.94,1.44,2,800.0,588.0,590000.0,https://www.boat24.com/en/powerboats/ferretti/ferretti-510/detail/441711/
8310,513745,Netherlands,USED BOAT,Lemsteraak 8.37,Lemsteraak,1966,sailingboats,Flat Bottom Boat,Steel,8.37,3.15,0.6,1,27.0,20.0,49500.0,https://www.boat24.com/en/sailingboats/lemsteraak/lemsteraak-837/detail/513745/
8311,540939,Germany,USED BOAT,Wicabo Proficiat 980 (975),Wicabo,1986,powerboats,Cabin Cruiser,Steel,9.75,3.2,0.75,1,78.0,57.0,15000.0,https://www.boat24.com/en/powerboats/wicabo/wicabo-proficiat-980-975/detail/540939/
8313,544872,Tunisia,USED BOAT,Jeanneau Sun Odyssee 45,Jeanneau,2006,sailingboats,Sailing Yacht,GRP,13.72,4.37,2.05,1,75.0,55.0,1450000.0,https://www.boat24.com/en/sailingboats/jeanneau/jeanneau-sun-odyssee-45/detail/544872/
8314,536648,Netherlands,USED BOAT,"Alpha Kruiser 42 , Design H. W. De Voogt",Alpha,1962,powerboats,Classic Power Boat,Steel,13.0,3.85,1.1,1,100.0,74.0,139000.0,https://www.boat24.com/en/powerboats/alpha-kruiser-42-design-h-w-de-voogt/detail/536648/
8318,542640,Switzerland,USED BOAT,Artekno Siesta 32,Artekno,1985,sailingboats,Sailing Yacht,GRP,9.7,2.78,1.65,1,10.0,7.0,16320.0,https://www.boat24.com/en/sailingboats/artekno/artekno-siesta-32/detail/542640/
8320,540540,Denmark,USED BOAT,Jeanneau Merry Fisher 1095,Jeanneau,2019,powerboats,Hardtop,GRP,10.5,3.35,0.9,1,600.0,441.0,220350.0,https://www.boat24.com/en/powerboats/jeanneau-merry-fisher-1095/detail/540540/
8325,534832,Spain,USED BOAT,Comfortina (SE) Comfortbatar Cayenne42,Comfortina,1985,sailingboats,Keelboat,GRP,12.5,2.7,1.95,1,20.0,15.0,25000.0,https://www.boat24.com/en/sailingboats/comfortina-se/comfortina-se-comfortbatar-cayenne42/detail/534832/
8328,512325,France,NEW BOAT,Apreamare GOZZO 35,Apreamare,2023,powerboats,Motor Yacht,GRP,11.2,3.7,0.9,2,320.0,235.0,527500.0,https://www.boat24.com/en/powerboats/apreamare/apreamare-gozzo-35/detail/512325/
8330,543793,Italy,USED BOAT,AICON 85,AICON,2008,powerboats,Superyacht,GRP,26.5,6.44,1.7,2,1825.0,1342.0,1450000.0,https://www.boat24.com/en/powerboats/aicon/aicon-85/detail/543793/
8332,464551,Switzerland,USED BOAT,X-Yachts X-power 33C,X-Yachts,2021,powerboats,Sport Boat,GRP,10.2,3.1,1.2,1,320.0,235.0,333000.0,https://www.boat24.com/en/powerboats/x-yachts/x-yachts-x-power-33c/detail/464551/
8333,532116,Denmark,USED BOAT,Mascot 28,Mascot,1984,sailingboats,Keelboat,GRP,8.6,2.95,1.0,1,20.0,15.0,16640.0,https://www.boat24.com/en/sailingboats/mascot-28/detail/532116/
8335,518933,Spain,USED BOAT,VZ 18,VZ,1996,powerboats,Motor Yacht,GRP,20.8,5.25,1.3,2,820.0,603.0,329000.0,https://www.boat24.com/en/powerboats/vz-18/detail/518933/
8339,539107,Italy,USED BOAT,Gobbi 425 SC,Gobbi,2004,powerboats,Motor Yacht,GRP,13.8,4.04,0.8,2,285.0,210.0,135000.0,https://www.boat24.com/en/powerboats/gobbi/gobbi-425-sc/detail/539107/
8340,501652,Germany,NEW BOAT,Cobra Yachts Futura 36 Flybridge Version,Cobra,2022,powerboats,Flybridge,GRP,11.0,3.5,0.6,1,170.0,125.0,189999.0,https://www.boat24.com/en/powerboats/cobra-yachts/cobra-yachts-futura-36-flybridge-version/detail/501652/
8346,468222,Italy,NEW BOAT,Regal SAV 33 Outboard 600CV Nuova pronta,Regal,2023,powerboats,Motor Yacht,GRP,9.9,3.5,0.9,2,300.0,221.0,298000.0,https://www.boat24.com/en/powerboats/regal/regal-sav-33-outboard-600cv-nuova-pronta/detail/468222/
8349,545642,Germany,USED BOAT,Najad 380,Najad,2005,sailingboats,Center Cockpit,GRP,11.55,3.65,1.65,1,54.0,40.0,239000.0,https://www.boat24.com/en/sailingboats/najad/najad-380/detail/545642/
8350,539531,Netherlands,USED BOAT,Najad 370,Najad,1992,sailingboats,Sailing Yacht,GRP,11.25,3.63,1.52,1,57.0,42.0,109000.0,https://www.boat24.com/en/sailingboats/najad/najad-370/detail/539531/
8351,541266,Norway,USED BOAT,Triobatar Trio 96,Triobatar,1986,sailingboats,Sailing Yacht,GRP,9.6,3.2,1.75,1,30.0,22.0,15215.000000000002,https://www.boat24.com/en/sailingboats/triobatar/triobatar-trio-96/detail/541266/
8352,525577,Switzerland,USED BOAT,Caminada Zander 4.7,Caminada,2017,powerboats,Fishing Boat,GRP,5.0,1.92,0.6,1,80.0,59.0,19380.0,https://www.boat24.com/en/powerboats/caminada/caminada-zander-47/detail/525577/
8356,535313,Germany,USED BOAT,Aquador 27 HT,Aquador,2018,powerboats,Pilothouse,GRP,8.25,3.05,0.9,1,260.0,191.0,139900.0,https://www.boat24.com/en/powerboats/aquador/aquador-27-ht/detail/535313/
8360,535158,Sweden,USED BOAT,Malibu Response,Malibu,2006,powerboats,Sport Boat,GRP,6.1,2.29,0.56,1,320.0,235.0,14000.0,https://www.boat24.com/en/powerboats/malibu/malibu-response/detail/535158/
8362,513417,Finland,USED BOAT,Sargo 25 Explorer,Sargo,2014,powerboats,Pilothouse,GRP,7.85,2.7,1.05,1,260.0,191.0,128000.0,https://www.boat24.com/en/powerboats/sargo/sargo-25-explorer/detail/513417/
8363,507211,France,USED BOAT,Freedom 33,Freedom,1988,sailingboats,Sailing Yacht,GRP,10.0,3.66,1.65,1,30.0,22.0,24000.0,https://www.boat24.com/en/sailingboats/freedom/freedom-33/detail/507211/
8367,529744,Austria,NEW BOAT,Sea Ray SDX 250,Sea,2024,powerboats,Sport Boat,GRP,7.67,2.55,0.8,1,350.0,257.0,154450.0,https://www.boat24.com/en/powerboats/sea-ray/sea-ray-sdx-250/detail/529744/
